index,Datum,Temperatur,Luftfeuchtigkeit,CO2,Wassergehalt,Anwesenheit
39,2017-01-25 18:29:00,22.6,27.445,660.5,0.0046558328317807,0
40,2017-01-25 18:29:59,22.6,27.4266666666667,658.0,0.0046526994586977,0
41,2017-01-25 18:30:59,22.6,27.445,655.0,0.0046558328317807,0
42,2017-01-25 18:32:00,22.6,27.445,654.25,0.0046558328317807,0
43,2017-01-25 18:33:00,22.6,27.39,648.0,0.0046464328065348,0
44,2017-01-25 18:34:00,22.5,27.3233333333333,648.666666666667,0.0046067632029783,0
45,2017-01-25 18:35:00,22.5,27.445,646.0,0.004627429032145,0
46,2017-01-25 18:36:00,22.5,27.5,646.0,0.0046367715666975,0
47,2017-01-25 18:36:59,22.5,27.445,641.5,0.004627429032145,0
48,2017-01-25 18:38:00,22.39,27.29,639.0,0.0045702120879911,0
49,2017-01-25 18:39:00,22.5,27.5,640.0,0.0046367715666975,0
50,2017-01-25 18:40:00,22.39,27.34,630.5,0.0045786471451397,0
51,2017-01-25 18:40:59,22.39,27.3566666666667,629.333333333333,0.0045814588813251,0
52,2017-01-25 18:42:00,22.39,27.5,632.0,0.0046056408542605,0
53,2017-01-25 18:42:59,22.39,27.5,636.5,0.0046056408542605,0
54,2017-01-25 18:43:59,22.39,27.5,627.5,0.0046056408542605,0
55,2017-01-25 18:45:00,22.39,27.39,626.0,0.0045870824294015,0
56,2017-01-25 18:46:00,22.39,27.5,625.5,0.0046056408542605,0
57,2017-01-25 18:47:00,22.34,27.39,623.5,0.0045730503494798,0
58,2017-01-25 18:48:00,22.39,27.4633333333333,624.666666666667,0.0045994545904935,0
59,2017-01-25 18:49:00,22.39,27.39,622.0,0.0045870824294015,0
60,2017-01-25 18:49:59,22.29,27.39,621.0,0.0045590561485227,0
61,2017-01-25 18:51:00,22.34,27.39,626.5,0.0045730503494798,0
62,2017-01-25 18:52:00,22.29,27.39,622.0,0.0045590561485227,0
63,2017-01-25 18:53:00,22.39,27.39,620.0,0.0045870824294015,0
64,2017-01-25 18:53:59,22.29,27.39,621.5,0.0045590561485227,0
65,2017-01-25 18:55:00,22.29,27.3566666666667,616.333333333333,0.0045534672090426,0
66,2017-01-25 18:55:59,22.29,27.34,609.0,0.0045506727766926,0
67,2017-01-25 18:56:59,22.29,27.39,614.0,0.0045590561485227,0
68,2017-01-25 18:58:00,22.29,27.34,613.5,0.0045506727766926,0
69,2017-01-25 18:59:00,22.29,27.34,611.0,0.0045506727766926,0
70,2017-01-25 19:00:00,22.29,27.39,612.0,0.0045590561485227,0
71,2017-01-25 19:01:00,22.29,27.29,608.0,0.0045422896291988,0
72,2017-01-25 19:01:59,22.29,27.29,605.5,0.0045422896291988,0
73,2017-01-25 19:02:59,22.2675,27.315,608.5,0.0045402135802302,0
74,2017-01-25 19:04:00,22.2,27.29,608.5,0.0045172881934999,0
75,2017-01-25 19:05:00,22.245,27.29,602.5,0.0045297736958595,0
76,2017-01-25 19:06:00,22.2,27.29,598.0,0.0045172881934999,0
77,2017-01-25 19:07:00,22.2,27.29,595.0,0.0045172881934999,0
78,2017-01-25 19:08:00,22.2,27.29,591.0,0.0045172881934999,0
79,2017-01-25 19:08:59,22.245,27.245,591.0,0.0045222499936474,0
80,2017-01-25 19:09:59,22.2,27.2,595.0,0.0045022827427646,0
81,2017-01-25 19:11:00,22.2,27.29,594.333333333333,0.0045172881934999,0
82,2017-01-25 19:12:00,22.2,27.29,593.5,0.0045172881934999,0
83,2017-01-25 19:13:00,22.2,27.29,592.0,0.0045172881934999,0
84,2017-01-25 19:14:00,22.15,27.245,586.5,0.0044959713579516,0
85,2017-01-25 19:14:59,22.2,27.2,586.0,0.0045022827427646,0
86,2017-01-25 19:15:59,22.15,27.245,586.0,0.0044959713579516,0
87,2017-01-25 19:17:00,22.2,27.245,584.5,0.0045097853782839,0
88,2017-01-25 19:18:00,22.1,27.245,584.5,0.0044821946765548,0
89,2017-01-25 19:19:00,22.1,27.2,585.5,0.0044747382697237,0
90,2017-01-25 19:20:00,22.1333333333333,27.2,584.666666666667,0.0044839031982145,0
91,2017-01-25 19:21:00,22.2,27.2,577.0,0.0045022827427646,0
92,2017-01-25 19:21:59,22.1,27.2,580.0,0.0044747382697237,0
93,2017-01-25 19:23:00,22.125,27.2,582.0,0.0044816104151714,0
94,2017-01-25 19:24:00,22.2,27.2,580.0,0.0045022827427646,0
95,2017-01-25 19:25:00,22.1,27.15,578.0,0.0044664535814123,0
96,2017-01-25 19:25:59,22.1,27.2,576.5,0.0044747382697237,0
97,2017-01-25 19:27:00,22.1,27.2,580.0,0.0044747382697237,0
98,2017-01-25 19:27:59,22.1,27.2,572.5,0.0044747382697237,0
99,2017-01-25 19:28:59,22.1,27.2,567.0,0.0044747382697237,0
100,2017-01-25 19:30:00,22.1,27.2,568.0,0.0044747382697237,0
101,2017-01-25 19:31:00,22.1,27.2,574.5,0.0044747382697237,0
102,2017-01-25 19:32:00,22.1,27.2,564.333333333333,0.0044747382697237,0
103,2017-01-25 19:33:00,22.1,27.2,563.0,0.0044747382697237,0
104,2017-01-25 19:34:00,22.1,27.15,564.5,0.0044664535814123,0
105,2017-01-25 19:34:59,22.0666666666667,27.1666666666667,566.333333333333,0.0044600780916704,0
106,2017-01-25 19:36:00,22.1,27.1,562.0,0.0044581691122164,0
107,2017-01-25 19:37:00,22.0,27.1,565.5,0.0044308755512491,0
108,2017-01-25 19:38:00,22.0,27.1,570.0,0.0044308755512491,0
109,2017-01-25 19:38:59,22.05,27.15,562.0,0.0044527627463623,0
110,2017-01-25 19:40:00,22.0,27.1,560.0,0.0044308755512491,0
111,2017-01-25 19:40:59,22.0,27.1,558.0,0.0044308755512491,0
112,2017-01-25 19:41:59,22.0,27.1,556.0,0.0044308755512491,0
113,2017-01-25 19:43:00,22.0,27.1,557.0,0.0044308755512491,0
114,2017-01-25 19:44:00,21.9175,27.1,556.5,0.0044084694316274,0
115,2017-01-25 19:45:00,21.945,27.1,557.5,0.0044159270076148,0
116,2017-01-25 19:46:00,21.9266666666667,27.1,555.0,0.0044109540549776,0
117,2017-01-25 19:46:59,21.89,27.1,555.0,0.0044010229670859,0
118,2017-01-25 19:47:59,21.89,27.1,553.0,0.0044010229670859,0
119,2017-01-25 19:49:00,21.89,27.1,549.5,0.0044010229670859,0
120,2017-01-25 19:50:00,21.89,27.1,548.5,0.0044010229670859,0
121,2017-01-25 19:51:00,21.89,27.1,551.5,0.0044010229670859,0
122,2017-01-25 19:52:00,21.89,27.1,548.5,0.0044010229670859,0
123,2017-01-25 19:53:00,21.89,27.1,548.0,0.0044010229670859,0
124,2017-01-25 19:53:59,21.89,27.1,547.5,0.0044010229670859,0
125,2017-01-25 19:54:59,21.89,27.1,553.0,0.0044010229670859,0
126,2017-01-25 19:56:00,21.84,27.1,547.5,0.0043875123613343,0
127,2017-01-25 19:57:00,21.8566666666667,27.1,548.666666666667,0.004392011825806,0
128,2017-01-25 19:58:00,21.79,27.1,540.0,0.004374038354454,0
129,2017-01-25 19:59:00,21.79,27.1,538.0,0.004374038354454,0
130,2017-01-25 19:59:59,21.79,27.1,542.0,0.004374038354454,0
131,2017-01-25 20:00:59,21.79,27.1,542.0,0.004374038354454,0
132,2017-01-25 20:02:00,21.79,27.1,538.0,0.004374038354454,0
133,2017-01-25 20:03:00,21.79,27.1,537.666666666667,0.004374038354454,0
134,2017-01-25 20:04:00,21.79,27.1,537.5,0.004374038354454,0
135,2017-01-25 20:05:00,21.79,27.1,536.0,0.004374038354454,0
136,2017-01-25 20:06:00,21.745,27.1,534.5,0.004361942969453,0
137,2017-01-25 20:06:59,21.7,27.1,532.5,0.0043498770977448,0
138,2017-01-25 20:08:00,21.76,27.1,530.0,0.0043659714821212,0
139,2017-01-25 20:09:00,21.745,27.05,529.5,0.004353838771225,0
140,2017-01-25 20:10:00,21.79,27.05,531.0,0.004365911527171,0
141,2017-01-25 20:10:59,21.73,27.0,533.333333333333,0.0043417246100049,0
142,2017-01-25 20:12:00,21.745,27.0,531.0,0.004345734782707,0
143,2017-01-25 20:12:59,21.745,27.0,529.0,0.004345734782707,0
144,2017-01-25 20:13:59,21.745,27.0,528.5,0.004345734782707,0
145,2017-01-25 20:15:00,21.7,27.0,525.0,0.004333714055788,0
146,2017-01-25 20:16:00,21.7,27.0,528.5,0.004333714055788,0
147,2017-01-25 20:17:00,21.7,27.0,530.5,0.004333714055788,0
148,2017-01-25 20:18:00,21.7,26.89,528.0,0.0043159356730849,0
149,2017-01-25 20:19:00,21.7,26.89,526.0,0.0043159356730849,0
150,2017-01-25 20:19:59,21.7,26.89,530.0,0.0043159356730849,0
151,2017-01-25 20:21:00,21.7,26.89,533.333333333333,0.0043159356730849,0
152,2017-01-25 20:22:00,21.7,26.89,529.0,0.0043159356730849,0
153,2017-01-25 20:23:00,21.7,26.89,528.0,0.0043159356730849,0
154,2017-01-25 20:23:59,21.7,26.89,526.0,0.0043159356730849,0
155,2017-01-25 20:25:00,21.7,26.89,526.0,0.0043159356730849,0
156,2017-01-25 20:25:59,21.7,26.79,521.0,0.004299774382784,0
157,2017-01-25 20:26:59,21.7,26.79,518.0,0.004299774382784,0
158,2017-01-25 20:28:00,21.7,26.79,515.5,0.004299774382784,0
159,2017-01-25 20:29:00,21.7,26.79,520.0,0.004299774382784,0
160,2017-01-25 20:30:00,21.7,26.7675,523.5,0.0042961382074072,0
161,2017-01-25 20:31:00,21.7,26.79,525.5,0.004299774382784,0
162,2017-01-25 20:31:59,21.7,26.79,525.5,0.004299774382784,0
163,2017-01-25 20:32:59,21.7,26.79,514.0,0.004299774382784,0
164,2017-01-25 20:34:00,21.7,26.7,518.0,0.0042852299346037,0
165,2017-01-25 20:35:00,21.7,26.7,518.0,0.0042852299346037,0
166,2017-01-25 20:36:00,21.7,26.7,520.0,0.0042852299346037,0
167,2017-01-25 20:37:00,21.6,26.7,521.0,0.0042589218620879,0
168,2017-01-25 20:38:00,21.6,26.6,518.0,0.0042428620368527,0
169,2017-01-25 20:38:59,21.6,26.65,517.0,0.0042508918465092,0
170,2017-01-25 20:39:59,21.6,26.6,511.5,0.0042428620368527,0
171,2017-01-25 20:41:00,21.65,26.65,514.0,0.0042640030849451,0
172,2017-01-25 20:42:00,21.6,26.55,515.5,0.0042348324331106,0
173,2017-01-25 20:43:00,21.6,26.5,517.0,0.0042268030352749,0
174,2017-01-25 20:44:00,21.6,26.5,515.0,0.0042268030352749,0
175,2017-01-25 20:44:59,21.6,26.5,512.0,0.0042268030352749,0
176,2017-01-25 20:45:59,21.6,26.5,515.0,0.0042268030352749,0
177,2017-01-25 20:47:00,21.65,26.55,511.0,0.0042478938027101,0
178,2017-01-25 20:48:00,21.6,26.5,514.0,0.0042268030352749,0
179,2017-01-25 20:49:00,21.6,26.445,508.0,0.004217970935468,0
180,2017-01-25 20:50:00,21.6,26.4725,509.75,0.00422238695423,0
181,2017-01-25 20:51:00,21.6,26.445,508.75,0.004217970935468,0
182,2017-01-25 20:51:59,21.6,26.445,508.5,0.004217970935468,0
183,2017-01-25 20:53:00,21.6,26.39,507.0,0.0042091390847878,0
184,2017-01-25 20:54:00,21.6,26.39,507.0,0.0042091390847878,0
185,2017-01-25 20:55:00,21.6,26.39,503.5,0.0042091390847878,0
186,2017-01-25 20:55:59,21.6,26.39,504.0,0.0042091390847878,0
187,2017-01-25 20:57:00,21.6,26.39,504.0,0.0042091390847878,0
188,2017-01-25 20:57:59,21.575,26.315,500.5,0.0041906371261489,0
189,2017-01-25 20:58:59,21.6,26.29,500.0,0.0041930818126841,0
190,2017-01-25 21:00:00,21.6,26.29,503.5,0.0041930818126841,0
191,2017-01-25 21:01:00,21.55,26.245,503.0,0.0041729820221962,0
192,2017-01-25 21:02:00,21.55,26.245,502.5,0.0041729820221962,0
193,2017-01-25 21:03:00,21.5,26.2,502.0,0.004152962010384,0
194,2017-01-25 21:04:00,21.5666666666667,26.2,502.0,0.0041700591491723,0
195,2017-01-25 21:04:59,21.5,26.2,502.5,0.004152962010384,0
196,2017-01-25 21:06:00,21.5,26.2,497.0,0.004152962010384,0
197,2017-01-25 21:07:00,21.5,26.15,501.5,0.0041449836951418,0
198,2017-01-25 21:08:00,21.5,26.15,504.0,0.0041449836951418,0
199,2017-01-25 21:08:59,21.5,26.1,501.0,0.0041370055832131,0
200,2017-01-25 21:10:00,21.5,26.1,493.75,0.0041370055832131,0
201,2017-01-25 21:10:59,21.5,26.1,500.0,0.0041370055832131,0
202,2017-01-25 21:11:59,21.5,26.1,504.5,0.0041370055832131,0
203,2017-01-25 21:13:00,21.5,26.05,504.0,0.0041290276745903,0
204,2017-01-25 21:14:00,21.5,26.1,501.0,0.0041370055832131,0
205,2017-01-25 21:15:00,21.5,26.0,499.0,0.0041210499692655,0
206,2017-01-25 21:16:00,21.5,26.0,502.0,0.0041210499692655,0
207,2017-01-25 21:16:59,21.5,26.0,503.5,0.0041210499692655,0
208,2017-01-25 21:17:59,21.5,26.0,500.666666666667,0.0041210499692655,0
209,2017-01-25 21:19:00,21.5,26.0,493.0,0.0041210499692655,0
210,2017-01-25 21:20:00,21.5,26.0,492.5,0.0041210499692655,0
211,2017-01-25 21:21:00,21.5,26.0,493.0,0.0041210499692655,0
212,2017-01-25 21:22:00,21.5,25.89,495.5,0.0041034997331217,0
213,2017-01-25 21:23:00,21.5,26.0,492.666666666667,0.0041210499692655,0
214,2017-01-25 21:23:59,21.5,26.0,490.0,0.0041210499692655,0
215,2017-01-25 21:24:59,21.5,25.9266666666667,493.0,0.0041093497025164,0
216,2017-01-25 21:26:00,21.5,25.89,494.666666666667,0.0041034997331217,0
217,2017-01-25 21:27:00,21.5,25.89,496.0,0.0041034997331217,0
218,2017-01-25 21:28:00,21.5,25.89,491.0,0.0041034997331217,0
219,2017-01-25 21:29:00,21.5,25.84,490.5,0.0040955226782985,0
220,2017-01-25 21:29:59,21.5,25.84,490.0,0.0040955226782985,0
221,2017-01-25 21:30:59,21.5,25.89,491.0,0.0041034997331217,0
222,2017-01-25 21:32:00,21.5,25.89,491.666666666667,0.0041034997331217,0
223,2017-01-25 21:33:00,21.5,25.89,493.5,0.0041034997331217,0
224,2017-01-25 21:34:00,21.4725,25.865,493.75,0.0040925677695015,0
225,2017-01-25 21:35:00,21.5,25.84,490.0,0.0040955226782985,0
226,2017-01-25 21:36:00,21.5,25.79,488.0,0.0040875458267406,0
227,2017-01-25 21:36:59,21.5,25.79,490.0,0.0040875458267406,0
228,2017-01-25 21:38:00,21.5,25.79,487.0,0.0040875458267406,0
229,2017-01-25 21:39:00,21.445,25.745,492.5,0.0040665556071492,0
230,2017-01-25 21:40:00,21.445,25.745,493.5,0.0040665556071492,0
231,2017-01-25 21:40:59,21.4633333333333,25.76,493.333333333333,0.0040735423039188,0
232,2017-01-25 21:42:00,21.445,25.745,488.0,0.0040665556071492,0
233,2017-01-25 21:42:59,21.5,25.79,487.5,0.0040875458267406,0
234,2017-01-25 21:43:59,21.4266666666667,25.73,485.333333333333,0.0040595789370638,0
235,2017-01-25 21:45:00,21.39,25.7,484.0,0.0040456556277947,0
236,2017-01-25 21:46:00,21.39,25.7,489.0,0.0040456556277947,0
237,2017-01-25 21:47:00,21.445,25.745,488.0,0.0040665556071492,0
238,2017-01-25 21:48:00,21.5,25.79,493.0,0.0040875458267406,0
239,2017-01-25 21:49:00,21.39,25.7,491.0,0.0040456556277947,0
240,2017-01-25 21:49:59,21.445,25.745,488.0,0.0040665556071492,0
241,2017-01-25 21:51:00,21.445,25.745,487.25,0.0040665556071492,0
242,2017-01-25 21:52:00,21.39,25.7,489.0,0.0040456556277947,0
243,2017-01-25 21:53:00,21.5,25.79,489.0,0.0040875458267406,0
244,2017-01-25 21:53:59,21.39,25.7,486.0,0.0040456556277947,0
245,2017-01-25 21:55:00,21.4266666666667,25.73,484.666666666667,0.0040595789370638,0
246,2017-01-25 21:55:59,21.39,25.7,485.0,0.0040456556277947,0
247,2017-01-25 21:56:59,21.39,25.7,487.0,0.0040456556277947,0
248,2017-01-25 21:58:00,21.39,25.7,492.0,0.0040456556277947,0
249,2017-01-25 21:59:00,21.39,25.7,490.666666666667,0.0040456556277947,0
250,2017-01-25 22:00:00,21.39,25.7,488.0,0.0040456556277947,0
251,2017-01-25 22:01:00,21.39,25.7,485.5,0.0040456556277947,0
252,2017-01-25 22:01:59,21.39,25.7,486.0,0.0040456556277947,0
253,2017-01-25 22:02:59,21.39,25.7,485.5,0.0040456556277947,0
254,2017-01-25 22:04:00,21.39,25.7,486.0,0.0040456556277947,0
255,2017-01-25 22:05:00,21.39,25.7,480.0,0.0040456556277947,0
256,2017-01-25 22:06:00,21.39,25.7,481.0,0.0040456556277947,0
257,2017-01-25 22:07:00,21.39,25.7,481.666666666667,0.0040456556277947,0
258,2017-01-25 22:08:00,21.39,25.7,485.5,0.0040456556277947,0
259,2017-01-25 22:08:59,21.39,25.7,485.0,0.0040456556277947,0
260,2017-01-25 22:09:59,21.39,25.7,473.0,0.0040456556277947,0
261,2017-01-25 22:11:00,21.39,25.7,475.0,0.0040456556277947,0
262,2017-01-25 22:12:00,21.39,25.7,486.0,0.0040456556277947,0
263,2017-01-25 22:13:00,21.39,25.7,481.5,0.0040456556277947,0
264,2017-01-25 22:14:00,21.39,25.7,483.0,0.0040456556277947,0
265,2017-01-25 22:14:59,21.39,25.7,479.0,0.0040456556277947,0
266,2017-01-25 22:15:59,21.39,25.7,479.0,0.0040456556277947,0
267,2017-01-25 22:17:00,21.39,25.7,479.0,0.0040456556277947,0
268,2017-01-25 22:18:00,21.34,25.7,479.0,0.0040331952510965,0
269,2017-01-25 22:19:00,21.39,25.7,479.0,0.0040456556277947,0
270,2017-01-25 22:20:00,21.39,25.7,477.0,0.0040456556277947,0
271,2017-01-25 22:21:00,21.39,25.7,477.5,0.0040456556277947,0
272,2017-01-25 22:21:59,21.29,25.7,477.5,0.0040207687259132,0
273,2017-01-25 22:23:00,21.34,25.7,480.0,0.0040331952510965,0
274,2017-01-25 22:24:00,21.29,25.7,480.0,0.0040207687259132,0
275,2017-01-25 22:25:00,21.34,25.7,482.0,0.0040331952510965,0
276,2017-01-25 22:25:59,21.3233333333333,25.7,480.333333333333,0.00402904931868,0
277,2017-01-25 22:27:00,21.34,25.7,477.5,0.0040331952510965,0
278,2017-01-25 22:27:59,21.29,25.7,476.0,0.0040207687259132,0
279,2017-01-25 22:28:59,21.39,25.7,479.0,0.0040456556277947,0
280,2017-01-25 22:30:00,21.39,25.7,471.0,0.0040456556277947,0
281,2017-01-25 22:31:00,21.29,25.7,474.0,0.0040207687259132,0
282,2017-01-25 22:32:00,21.29,25.7,477.5,0.0040207687259132,0
283,2017-01-25 22:33:00,21.34,25.7,476.0,0.0040331952510965,0
284,2017-01-25 22:34:00,21.29,25.7,474.25,0.0040207687259132,0
285,2017-01-25 22:34:59,21.39,25.7,475.0,0.0040456556277947,0
286,2017-01-25 22:36:00,21.29,25.7,476.5,0.0040207687259132,0
287,2017-01-25 22:37:00,21.34,25.7,474.5,0.0040331952510965,0
288,2017-01-25 22:38:00,21.29,25.7,478.0,0.0040207687259132,0
289,2017-01-25 22:38:59,21.29,25.7,475.333333333333,0.0040207687259132,0
290,2017-01-25 22:40:00,21.29,25.7,477.0,0.0040207687259132,0
291,2017-01-25 22:40:59,21.29,25.7,475.5,0.0040207687259132,0
292,2017-01-25 22:41:59,21.29,25.7,477.5,0.0040207687259132,0
293,2017-01-25 22:43:00,21.29,25.7,477.5,0.0040207687259132,0
294,2017-01-25 22:44:00,21.29,25.7,478.0,0.0040207687259132,0
295,2017-01-25 22:45:00,21.29,25.7,473.5,0.0040207687259132,0
296,2017-01-25 22:46:00,21.29,25.7,472.5,0.0040207687259132,0
297,2017-01-25 22:46:59,21.29,25.7,472.0,0.0040207687259132,0
298,2017-01-25 22:47:59,21.29,25.7,469.5,0.0040207687259132,0
299,2017-01-25 22:49:00,21.29,25.7,466.666666666667,0.0040207687259132,0
300,2017-01-25 22:50:00,21.29,25.7,467.0,0.0040207687259132,0
301,2017-01-25 22:51:00,21.29,25.7,469.5,0.0040207687259132,0
302,2017-01-25 22:52:00,21.2,25.6,469.0,0.0039828280977347,0
303,2017-01-25 22:53:00,21.29,25.7,471.0,0.0040207687259132,0
304,2017-01-25 22:53:59,21.29,25.7,469.0,0.0040207687259132,0
305,2017-01-25 22:54:59,21.26,25.6666666666667,467.333333333333,0.0040080901284194,0
306,2017-01-25 22:56:00,21.245,25.65,471.5,0.0040017627376905,0
307,2017-01-25 22:57:00,21.23,25.6333333333333,471.666666666667,0.0039954432745418,0
308,2017-01-25 22:58:00,21.29,25.7,475.0,0.0040207687259132,0
309,2017-01-25 22:59:00,21.2,25.6,471.0,0.0039828280977347,0
310,2017-01-25 22:59:59,21.2,25.6,471.0,0.0039828280977347,0
311,2017-01-25 23:00:59,21.245,25.65,471.0,0.0040017627376905,0
312,2017-01-25 23:02:00,21.245,25.65,474.5,0.0040017627376905,0
313,2017-01-25 23:03:00,21.2,25.6,475.5,0.0039828280977347,0
314,2017-01-25 23:04:00,21.2,25.6,474.0,0.0039828280977347,0
315,2017-01-25 23:05:00,21.2,25.6,469.0,0.0039828280977347,0
316,2017-01-25 23:06:00,21.2,25.6,474.0,0.0039828280977347,0
317,2017-01-25 23:06:59,21.2,25.6,474.0,0.0039828280977347,0
318,2017-01-25 23:08:00,21.2,25.6,468.5,0.0039828280977347,0
319,2017-01-25 23:09:00,21.2,25.6,469.5,0.0039828280977347,0
320,2017-01-25 23:10:00,21.2,25.6,472.5,0.0039828280977347,0
321,2017-01-25 23:10:59,21.2,25.6,467.5,0.0039828280977347,0
322,2017-01-25 23:12:00,21.2,25.6,469.0,0.0039828280977347,0
323,2017-01-25 23:12:59,21.2,25.55,466.5,0.0039749994237992,0
324,2017-01-25 23:13:59,21.2,25.5,469.5,0.0039671709456754,0
325,2017-01-25 23:15:00,21.2,25.5,469.0,0.0039671709456754,0
326,2017-01-25 23:16:00,21.2,25.5,467.0,0.0039671709456754,0
327,2017-01-25 23:17:00,21.2,25.5,467.333333333333,0.0039671709456754,0
328,2017-01-25 23:18:00,21.2,25.5,467.0,0.0039671709456754,0
329,2017-01-25 23:19:00,21.2,25.5,464.5,0.0039671709456754,0
330,2017-01-25 23:19:59,21.2,25.445,466.0,0.0039585598458929,0
331,2017-01-25 23:21:00,21.2,25.5,473.0,0.0039671709456754,0
332,2017-01-25 23:22:00,21.2,25.39,475.0,0.0039499489830239,0
333,2017-01-25 23:23:00,21.2,25.39,471.0,0.0039499489830239,0
334,2017-01-25 23:23:59,21.2,25.39,470.0,0.0039499489830239,0
335,2017-01-25 23:25:00,21.2,25.39,466.25,0.0039499489830239,0
336,2017-01-25 23:25:59,21.2,25.39,467.0,0.0039499489830239,0
337,2017-01-25 23:26:59,21.2,25.39,473.0,0.0039499489830239,0
338,2017-01-25 23:28:00,21.2,25.39,468.0,0.0039499489830239,0
339,2017-01-25 23:29:00,21.2,25.39,463.0,0.0039499489830239,0
340,2017-01-25 23:30:00,21.2,25.39,466.0,0.0039499489830239,0
341,2017-01-25 23:31:00,21.2,25.39,467.0,0.0039499489830239,0
342,2017-01-25 23:31:59,21.2,25.29,468.0,0.003934293475653,0
343,2017-01-25 23:32:59,21.2,25.39,468.0,0.0039499489830239,0
344,2017-01-25 23:34:00,21.2,25.29,468.0,0.003934293475653,0
345,2017-01-25 23:35:00,21.2,25.34,465.5,0.003942121131448,0
346,2017-01-25 23:36:00,21.2,25.39,464.0,0.0039499489830239,0
347,2017-01-25 23:37:00,21.2,25.34,464.5,0.003942121131448,0
348,2017-01-25 23:38:00,21.2,25.29,465.666666666667,0.003934293475653,0
349,2017-01-25 23:38:59,21.2,25.365,465.75,0.0039460350327629,0
350,2017-01-25 23:39:59,21.2,25.39,464.0,0.0039499489830239,0
351,2017-01-25 23:41:00,21.2,25.39,467.0,0.0039499489830239,0
352,2017-01-25 23:42:00,21.15,25.39,466.5,0.0039377674602206,0
353,2017-01-25 23:43:00,21.2,25.39,465.0,0.0039499489830239,0
354,2017-01-25 23:44:00,21.2,25.39,462.0,0.0039499489830239,0
355,2017-01-25 23:44:59,21.2,25.39,459.666666666667,0.0039499489830239,0
356,2017-01-25 23:45:59,21.2,25.29,458.0,0.003934293475653,0
357,2017-01-25 23:47:00,21.2,25.34,462.5,0.003942121131448,0
358,2017-01-25 23:48:00,21.2,25.29,467.0,0.003934293475653,0
359,2017-01-25 23:49:00,21.2,25.29,466.5,0.003934293475653,0
360,2017-01-25 23:50:00,21.2,25.29,463.0,0.003934293475653,0
361,2017-01-25 23:51:00,21.2,25.29,465.0,0.003934293475653,0
362,2017-01-25 23:51:59,21.2,25.29,463.25,0.003934293475653,0
